make,model,year,engine_hp,cylinders,transmission,driven_wheels,num_doors,size,style,mpg_highway,mpg_city,popularity,msrp
dodge,dakota,2010,210,6,automatic,rear_wheel_drive,4,compact,crew_cab_pickup,20,15,1851,29592.32
dodge,dakota,2010,210,6,automatic,four_wheel_drive,4,compact,extended_cab_pickup,18,14,1851,31340.32
dodge,dakota,2010,210,6,automatic,rear_wheel_drive,4,compact,crew_cab_pickup,20,15,1851,28445.73
dodge,dakota,2010,210,6,automatic,four_wheel_drive,4,compact,crew_cab_pickup,18,14,1851,31761.87
dodge,dakota,2010,210,6,automatic,rear_wheel_drive,4,compact,extended_cab_pickup,20,15,1851,26562.84
dodge,dakota,2010,210,6,automatic,four_wheel_drive,4,compact,extended_cab_pickup,18,14,1851,30356.72
dodge,dakota,2010,210,6,automatic,rear_wheel_drive,4,compact,extended_cab_pickup,20,15,1851,26562.84
dodge,dakota,2010,210,6,automatic,four_wheel_drive,4,compact,crew_cab_pickup,18,14,1851,32908.46
dodge,dakota,2010,210,6,automatic,rear_wheel_drive,4,compact,extended_cab_pickup,20,15,1851,25579.23
dodge,dakota,2010,210,6,automatic,four_wheel_drive,4,compact,crew_cab_pickup,18,14,1851,37298.13
dodge,dakota,2010,210,6,automatic,four_wheel_drive,4,compact,extended_cab_pickup,18,14,1851,31340.32
dodge,dakota,2010,210,6,automatic,four_wheel_drive,4,compact,crew_cab_pickup,18,14,1851,32908.46
dodge,dakota,2010,302,8,automatic,four_wheel_drive,4,compact,crew_cab_pickup,19,14,1851,35257.86
dodge,dakota,2010,210,6,automatic,rear_wheel_drive,4,compact,crew_cab_pickup,20,15,1851,29592.32
dodge,dakota,2010,210,6,automatic,rear_wheel_drive,4,compact,crew_cab_pickup,20,15,1851,33925.79
dodge,dart,2014,160,4,manual,front_wheel_drive,4,midsize,sedan,36,25,1851,17079.17
dodge,dart,2014,184,4,manual,front_wheel_drive,4,midsize,sedan,35,22,1851,19253.54
dodge,dart,2014,184,4,automatic,front_wheel_drive,4,midsize,sedan,35,23,1851,23809.37
dodge,dart,2014,160,4,manual,front_wheel_drive,4,midsize,sedan,41,28,1851,20703.12
dodge,dart,2014,184,4,manual,front_wheel_drive,4,midsize,sedan,33,23,1851,21738.54
dodge,dart,2015,184,4,manual,front_wheel_drive,4,midsize,sedan,33,23,1851,22384.99
dodge,dart,2015,184,4,manual,front_wheel_drive,4,midsize,sedan,35,22,1851,19649.56
dodge,dart,2015,160,4,manual,front_wheel_drive,4,midsize,sedan,41,28,1851,21195.67
dodge,dart,2015,184,4,automatic,front_wheel_drive,4,midsize,sedan,35,23,1851,24608.49
dodge,dart,2015,160,4,manual,front_wheel_drive,4,midsize,sedan,36,25,1851,17058.92
dodge,dart,2016,160,4,manual,front_wheel_drive,4,midsize,sedan,39,27,1851,19910.31
dodge,dart,2016,160,4,manual,front_wheel_drive,4,midsize,sedan,36,25,1851,19399.66
dodge,dart,2016,184,4,manual,front_wheel_drive,4,midsize,sedan,35,22,1851,19808.18
dodge,dart,2016,160,4,manual,front_wheel_drive,4,midsize,sedan,36,25,1851,18378.36
dodge,dart,2016,184,4,automatic,front_wheel_drive,4,midsize,sedan,35,23,1851,24914.70
dodge,dart,2016,160,4,manual,front_wheel_drive,4,midsize,sedan,36,25,1851,20012.44
dodge,dart,2016,160,4,manual,front_wheel_drive,4,midsize,sedan,36,25,1851,17357.05
dodge,dart,2016,160,4,manual,front_wheel_drive,4,midsize,sedan,39,27,1851,21544.40
dodge,dart,2016,184,4,manual,front_wheel_drive,4,midsize,sedan,35,22,1851,22565.70
dodge,dart,2016,184,4,manual,front_wheel_drive,4,midsize,sedan,35,22,1851,21442.27
dodge,dart,2016,184,4,manual,front_wheel_drive,4,midsize,sedan,35,22,1851,22055.05
rolls-royce,dawn,2016,563,12,automatic,rear_wheel_drive,2,large,convertible,19,12,86,342136.69
aston_martin,db7,2003,420,12,automatic,rear_wheel_drive,2,compact,coupe,18,11,259,208218.78
aston_martin,db7,2003,420,12,manual,rear_wheel_drive,2,compact,convertible,17,10,259,202224.00
aston_martin,db7,2003,435,12,manual,rear_wheel_drive,2,compact,coupe,15,9,259,208218.78
aston_martin,db7,2003,420,12,manual,rear_wheel_drive,2,compact,coupe,17,10,259,188902.26
aston_martin,db9_gt,2016,540,12,automatic,rear_wheel_drive,2,midsize,coupe,19,13,259,240319.87
aston_martin,db9_gt,2016,540,12,automatic,rear_wheel_drive,2,midsize,convertible,19,13,259,217792.98
aston_martin,db9_gt,2016,540,12,automatic,rear_wheel_drive,2,midsize,coupe,19,13,259,202473.43
aston_martin,db9,2013,510,12,automatic,rear_wheel_drive,2,midsize,convertible,19,13,259,209074.40
aston_martin,db9,2013,510,12,automatic,rear_wheel_drive,2,midsize,coupe,19,13,259,193291.23
aston_martin,db9,2014,510,12,automatic,rear_wheel_drive,2,midsize,convertible,19,13,259,207911.33
aston_martin,db9,2014,510,12,automatic,rear_wheel_drive,2,midsize,coupe,19,13,259,192380.10
aston_martin,db9,2015,510,12,automatic,rear_wheel_drive,2,midsize,coupe,19,13,259,205074.19
aston_martin,db9,2015,510,12,automatic,rear_wheel_drive,2,midsize,coupe,19,13,259,194732.32
aston_martin,db9,2015,510,12,automatic,rear_wheel_drive,2,midsize,convertible,19,13,259,210245.13
aston_martin,db9,2015,510,12,automatic,rear_wheel_drive,2,midsize,convertible,19,13,259,220587.01
aston_martin,dbs,2010,510,12,automatic,rear_wheel_drive,2,midsize,convertible,18,12,259,319136.22
aston_martin,dbs,2010,510,12,manual,rear_wheel_drive,2,midsize,convertible,17,11,259,314190.12
aston_martin,dbs,2010,510,12,automatic,rear_wheel_drive,2,midsize,coupe,18,12,259,303960.67
aston_martin,dbs,2010,510,12,manual,rear_wheel_drive,2,midsize,coupe,17,11,259,299014.57
aston_martin,dbs,2011,510,12,manual,rear_wheel_drive,2,midsize,convertible,17,11,259,307621.85
aston_martin,dbs,2011,510,12,manual,rear_wheel_drive,2,midsize,coupe,17,11,259,292763.55
aston_martin,dbs,2011,510,12,automatic,rear_wheel_drive,2,midsize,coupe,18,12,259,297606.25
aston_martin,dbs,2011,510,12,automatic,rear_wheel_drive,2,midsize,convertible,18,12,259,312464.55
aston_martin,dbs,2012,510,12,manual,rear_wheel_drive,2,midsize,convertible,17,11,259,316002.74
aston_martin,dbs,2012,510,12,automatic,rear_wheel_drive,2,midsize,coupe,18,12,259,294515.75
aston_martin,dbs,2012,510,12,manual,rear_wheel_drive,2,midsize,coupe,17,11,259,303820.09
aston_martin,dbs,2012,510,12,automatic,rear_wheel_drive,2,midsize,convertible,18,12,259,316429.79
aston_martin,dbs,2012,510,12,manual,rear_wheel_drive,2,midsize,convertible,17,11,259,310103.05
aston_martin,dbs,2012,510,12,automatic,rear_wheel_drive,2,midsize,coupe,18,12,259,304247.14
aston_martin,dbs,2012,510,12,automatic,rear_wheel_drive,2,midsize,convertible,18,12,259,310530.10
aston_martin,dbs,2012,510,12,manual,rear_wheel_drive,2,midsize,coupe,17,11,259,294088.70
cadillac,deville,2003,275,8,automatic,front_wheel_drive,4,large,sedan,25,16,1624,65476.35
cadillac,deville,2003,300,8,automatic,front_wheel_drive,4,large,sedan,25,16,1624,65476.35
cadillac,deville,2003,275,8,automatic,front_wheel_drive,4,large,sedan,25,16,1624,59148.52
cadillac,deville,2004,300,8,automatic,front_wheel_drive,4,large,sedan,24,16,1624,65854.10
cadillac,deville,2004,275,8,automatic,front_wheel_drive,4,large,sedan,24,16,1624,65854.10
cadillac,deville,2004,275,8,automatic,front_wheel_drive,4,large,sedan,24,16,1624,59171.37
cadillac,deville,2005,275,8,automatic,front_wheel_drive,4,large,sedan,22,15,1624,64762.89
cadillac,deville,2005,275,8,automatic,front_wheel_drive,4,large,sedan,22,15,1624,58274.05
cadillac,deville,2005,275,8,automatic,front_wheel_drive,4,large,sedan,22,15,1624,57790.84
cadillac,deville,2005,290,8,automatic,front_wheel_drive,4,large,sedan,24,16,1624,64762.89
lamborghini,diablo,2001,550,12,manual,all_wheel_drive,2,compact,coupe,12,9,1158,408164.25
mitsubishi,diamante,2002,205,6,automatic,front_wheel_drive,4,midsize,sedan,23,16,436,38760.03
mitsubishi,diamante,2002,210,6,automatic,front_wheel_drive,4,midsize,sedan,23,16,436,36784.35
mitsubishi,diamante,2002,205,6,automatic,front_wheel_drive,4,midsize,sedan,23,16,436,34999.43
mitsubishi,diamante,2003,205,6,automatic,front_wheel_drive,4,midsize,sedan,23,16,436,34632.53
mitsubishi,diamante,2003,205,6,automatic,front_wheel_drive,4,midsize,sedan,23,16,436,37896.35
mitsubishi,diamante,2003,210,6,automatic,front_wheel_drive,4,midsize,sedan,23,16,436,36097.92
mitsubishi,diamante,2004,205,6,automatic,front_wheel_drive,4,midsize,sedan,23,15,436,32439.15
mitsubishi,diamante,2004,210,6,automatic,front_wheel_drive,4,midsize,sedan,23,15,436,34800.81
mitsubishi,diamante,2004,205,6,automatic,front_wheel_drive,4,midsize,sedan,23,15,436,35838.91
land_rover,discovery_series_ii,2000,188,8,automatic,all_wheel_drive,4,midsize,4dr_suv,16,12,258,3645.48
land_rover,discovery_series_ii,2001,188,8,automatic,four_wheel_drive,4,midsize,4dr_suv,16,12,258,50311.19
land_rover,discovery_series_ii,2001,188,8,automatic,four_wheel_drive,4,midsize,4dr_suv,16,12,258,46158.96
land_rover,discovery_series_ii,2001,188,8,automatic,four_wheel_drive,4,midsize,4dr_suv,16,12,258,47543.04
land_rover,discovery_series_ii,2002,188,8,automatic,four_wheel_drive,4,midsize,4dr_suv,16,12,258,45440.53
land_rover,discovery_series_ii,2002,188,8,automatic,four_wheel_drive,4,midsize,4dr_suv,16,12,258,50618.17
land_rover,discovery_sport,2015,240,4,automatic,all_wheel_drive,4,midsize,4dr_suv,26,20,258,38337.33
land_rover,discovery_sport,2015,240,4,automatic,all_wheel_drive,4,midsize,4dr_suv,26,20,258,47127.92
land_rover,discovery_sport,2015,240,4,automatic,all_wheel_drive,4,midsize,4dr_suv,26,20,258,42991.17
land_rover,discovery_sport,2016,240,4,automatic,all_wheel_drive,4,midsize,4dr_suv,26,20,258,42848.79
land_rover,discovery_sport,2016,240,4,automatic,all_wheel_drive,4,midsize,4dr_suv,26,20,258,46934.00
land_rover,discovery_sport,2016,240,4,automatic,all_wheel_drive,4,midsize,4dr_suv,26,20,258,38252.92
land_rover,discovery_sport,2017,240,4,automatic,all_wheel_drive,4,midsize,4dr_suv,25,20,258,46595
land_rover,discovery_sport,2017,240,4,automatic,all_wheel_drive,4,midsize,4dr_suv,25,20,258,42195
land_rover,discovery_sport,2017,240,4,automatic,all_wheel_drive,4,midsize,4dr_suv,25,20,258,37695
land_rover,discovery,2003,217,8,automatic,four_wheel_drive,4,midsize,4dr_suv,14,11,258,45760.17
land_rover,discovery,2003,217,8,automatic,four_wheel_drive,4,midsize,4dr_suv,14,11,258,53753.22
land_rover,discovery,2003,217,8,automatic,four_wheel_drive,4,midsize,4dr_suv,14,11,258,51088.87
land_rover,discovery,2004,217,8,automatic,four_wheel_drive,4,midsize,4dr_suv,14,11,258,50198.34
land_rover,discovery,2004,217,8,automatic,four_wheel_drive,4,midsize,4dr_suv,14,11,258,52793.58
land_rover,discovery,2004,217,8,automatic,four_wheel_drive,4,midsize,4dr_suv,14,11,258,44547.22
cadillac,dts,2009,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,58795.80
cadillac,dts,2009,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,52877.38
cadillac,dts,2009,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,56819.19
cadillac,dts,2009,292,8,automatic,front_wheel_drive,4,large,sedan,22,15,1624,61960.68
cadillac,dts,2009,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,56247.91
cadillac,dts,2009,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,54414.11
cadillac,dts,2010,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,52024.04
cadillac,dts,2010,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,57920.02
cadillac,dts,2010,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,61179.95
cadillac,dts,2010,292,8,automatic,front_wheel_drive,4,large,sedan,22,15,1624,66856.73
cadillac,dts,2011,292,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,65246.84
cadillac,dts,2011,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,56583.59
cadillac,dts,2011,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,59743.77
cadillac,dts,2011,275,8,automatic,front_wheel_drive,4,large,sedan,23,15,1624,50868.02
dodge,durango,2015,290,6,automatic,rear_wheel_drive,4,large,4dr_suv,25,18,1851,38156.34
dodge,durango,2015,360,8,automatic,all_wheel_drive,4,large,4dr_suv,22,14,1851,43947.79
dodge,durango,2015,290,6,automatic,all_wheel_drive,4,large,4dr_suv,24,17,1851,40845.23
dodge,durango,2015,290,6,automatic,rear_wheel_drive,4,large,4dr_suv,25,18,1851,42396.51
dodge,durango,2015,290,6,automatic,all_wheel_drive,4,large,4dr_suv,24,17,1851,34226.43
dodge,durango,2015,290,6,automatic,all_wheel_drive,4,large,4dr_suv,24,17,1851,45085.40
dodge,durango,2015,360,8,automatic,rear_wheel_drive,4,large,4dr_suv,23,14,1851,41362.33
dodge,durango,2015,290,6,automatic,rear_wheel_drive,4,large,4dr_suv,25,18,1851,31537.55
dodge,durango,2016,360,8,automatic,rear_wheel_drive,4,large,4dr_suv,22,14,1851,42889.64
dodge,durango,2016,293,6,automatic,all_wheel_drive,4,large,4dr_suv,25,18,1851,40438.51
dodge,durango,2016,293,6,automatic,rear_wheel_drive,4,large,4dr_suv,27,19,1851,31144.65
dodge,durango,2016,295,6,automatic,all_wheel_drive,4,large,4dr_suv,25,18,1851,44830.12
dodge,durango,2016,293,6,automatic,all_wheel_drive,4,large,4dr_suv,25,18,1851,33800.04
dodge,durango,2016,360,8,automatic,all_wheel_drive,4,large,4dr_suv,22,14,1851,45545.03
dodge,durango,2016,295,6,automatic,rear_wheel_drive,4,large,4dr_suv,27,19,1851,43293.06
dodge,durango,2016,293,6,automatic,rear_wheel_drive,4,large,4dr_suv,27,19,1851,37783.12
dodge,durango,2016,295,6,automatic,rear_wheel_drive,4,large,4dr_suv,27,19,1851,42174.73
dodge,durango,2016,295,6,automatic,all_wheel_drive,4,large,4dr_suv,25,18,1851,45948.45
dodge,durango,2017,295,6,automatic,rear_wheel_drive,4,large,4dr_suv,26,19,1851,37495
dodge,durango,2017,295,6,automatic,rear_wheel_drive,4,large,4dr_suv,26,19,1851,42490
dodge,durango,2017,295,6,automatic,all_wheel_drive,4,large,4dr_suv,25,18,1851,40095
dodge,durango,2017,360,8,automatic,rear_wheel_drive,4,large,4dr_suv,22,14,1851,42095
dodge,durango,2017,295,6,automatic,rear_wheel_drive,4,large,4dr_suv,26,19,1851,29995
dodge,durango,2017,360,8,automatic,all_wheel_drive,4,large,4dr_suv,22,14,1851,44695
dodge,durango,2017,295,6,automatic,rear_wheel_drive,4,large,4dr_suv,26,19,1851,41395
dodge,durango,2017,295,6,automatic,all_wheel_drive,4,large,4dr_suv,25,18,1851,43995
dodge,durango,2017,295,6,automatic,all_wheel_drive,4,large,4dr_suv,25,18,1851,45090
dodge,durango,2017,295,6,automatic,all_wheel_drive,4,large,4dr_suv,25,18,1851,32595
mercedes-benz,e-class,2015,329,6,automatic,all_wheel_drive,2,midsize,coupe,28,20,617,57759.37
mercedes-benz,e-class,2015,550,8,automatic,all_wheel_drive,4,midsize,sedan,23,16,617,96799.94
mercedes-benz,e-class,2015,329,6,automatic,rear_wheel_drive,2,midsize,coupe,29,20,617,55173.90
mercedes-benz,e-class,2015,302,6,automatic,rear_wheel_drive,4,midsize,sedan,29,24,617,59052.10
mercedes-benz,e-class,2015,302,6,automatic,all_wheel_drive,4,midsize,sedan,28,20,617,56673.47
mercedes-benz,e-class,2015,302,6,automatic,all_wheel_drive,4,midsize,wagon,27,20,617,61017.06
mercedes-benz,e-class,2015,195,4,automatic,all_wheel_drive,4,midsize,sedan,38,27,617,56156.38
mercedes-benz,e-class,2015,402,8,automatic,rear_wheel_drive,2,midsize,convertible,26,17,617,70066.20
mercedes-benz,e-class,2015,302,6,automatic,rear_wheel_drive,4,midsize,sedan,29,20,617,54088.00
mercedes-benz,e-class,2015,577,8,automatic,all_wheel_drive,4,midsize,sedan,22,15,617,104039.25
mercedes-benz,e-class,2015,577,8,automatic,all_wheel_drive,4,midsize,wagon,21,15,617,106728.14
mercedes-benz,e-class,2015,302,6,automatic,rear_wheel_drive,4,midsize,sedan,29,20,617,54088.00
mercedes-benz,e-class,2015,329,6,automatic,all_wheel_drive,4,midsize,sedan,28,20,617,67067.05
mercedes-benz,e-class,2015,195,4,automatic,all_wheel_drive,4,midsize,sedan,38,27,617,56156.38
mercedes-benz,e-class,2015,402,8,automatic,rear_wheel_drive,2,midsize,coupe,26,18,617,61430.73
mercedes-benz,e-class,2015,329,6,automatic,rear_wheel_drive,2,midsize,convertible,29,20,617,63447.40
mercedes-benz,e-class,2015,195,4,automatic,rear_wheel_drive,4,midsize,sedan,42,28,617,53570.91
mercedes-benz,e-class,2015,302,6,automatic,all_wheel_drive,4,midsize,wagon,27,20,617,61017.06
mercedes-benz,e-class,2015,302,6,automatic,all_wheel_drive,4,midsize,sedan,28,20,617,56673.47
mercedes-benz,e-class,2015,195,4,automatic,rear_wheel_drive,4,midsize,sedan,42,28,617,53570.91
mercedes-benz,e-class,2015,329,6,automatic,rear_wheel_drive,4,midsize,sedan,29,20,617,64481.59
mercedes-benz,e-class,2016,329,6,automatic,rear_wheel_drive,4,midsize,sedan,29,20,617,64444.25
mercedes-benz,e-class,2016,302,6,automatic,all_wheel_drive,4,midsize,wagon,27,20,617,61176.08
mercedes-benz,e-class,2016,302,6,automatic,all_wheel_drive,4,midsize,wagon,27,20,617,61176.08
mercedes-benz,e-class,2016,195,4,automatic,all_wheel_drive,4,midsize,sedan,38,27,617,56324.89
mercedes-benz,e-class,2016,302,6,automatic,rear_wheel_drive,4,midsize,sedan,29,20,617,54231.22
mercedes-benz,e-class,2016,329,6,automatic,all_wheel_drive,4,midsize,sedan,28,20,617,66997.51
mercedes-benz,e-class,2016,577,8,automatic,all_wheel_drive,4,midsize,sedan,22,15,617,103866.57
mercedes-benz,e-class,2016,302,6,automatic,rear_wheel_drive,4,midsize,sedan,29,20,617,54231.22
mercedes-benz,e-class,2016,302,6,automatic,all_wheel_drive,4,midsize,sedan,28,20,617,56784.48
mercedes-benz,e-class,2016,329,6,automatic,rear_wheel_drive,2,midsize,coupe,29,20,617,55354.65
mercedes-benz,e-class,2016,402,8,automatic,rear_wheel_drive,2,midsize,coupe,26,18,617,61584.60
mercedes-benz,e-class,2016,329,6,automatic,rear_wheel_drive,2,midsize,convertible,29,20,617,63576.15
mercedes-benz,e-class,2016,195,4,automatic,all_wheel_drive,4,midsize,sedan,38,27,617,56324.89
mercedes-benz,e-class,2016,302,6,automatic,all_wheel_drive,4,midsize,sedan,28,20,617,56784.48
mercedes-benz,e-class,2016,402,8,automatic,rear_wheel_drive,2,midsize,convertible,26,17,617,70163.55
mercedes-benz,e-class,2016,577,8,automatic,all_wheel_drive,4,midsize,wagon,21,15,617,106521.96
mercedes-benz,e-class,2016,195,4,automatic,rear_wheel_drive,4,midsize,sedan,42,28,617,53771.63
mercedes-benz,e-class,2016,195,4,automatic,rear_wheel_drive,4,midsize,sedan,42,28,617,53771.63
mercedes-benz,e-class,2016,329,6,automatic,all_wheel_drive,2,midsize,coupe,28,20,617,57907.91
mercedes-benz,e-class,2017,329,6,automatic,rear_wheel_drive,2,midsize,convertible,29,20,617,62600
mercedes-benz,e-class,2017,241,4,automatic,all_wheel_drive,4,midsize,sedan,29,22,617,54650
mercedes-benz,e-class,2017,241,4,automatic,all_wheel_drive,4,midsize,sedan,29,22,617,54650
mercedes-benz,e-class,2017,329,6,automatic,all_wheel_drive,2,midsize,coupe,28,20,617,57050
mercedes-benz,e-class,2017,241,4,automatic,rear_wheel_drive,4,midsize,sedan,30,22,617,52150
mercedes-benz,e-class,2017,241,4,automatic,rear_wheel_drive,4,midsize,sedan,30,22,617,52150
mercedes-benz,e-class,2017,329,6,automatic,rear_wheel_drive,2,midsize,coupe,29,20,617,54550
mercedes-benz,e-class,2017,402,8,automatic,rear_wheel_drive,2,midsize,coupe,26,18,617,60650
mercedes-benz,e-class,2017,402,8,automatic,rear_wheel_drive,2,midsize,convertible,25,17,617,69100
ford,e-series_van,2012,255,8,automatic,rear_wheel_drive,3,large,cargo_van,16,12,5657,33587.44
ford,e-series_van,2012,225,8,automatic,rear_wheel_drive,3,midsize,cargo_van,17,13,5657,28430.82
ford,e-series_van,2012,225,8,automatic,rear_wheel_drive,3,midsize,cargo_van,17,13,5657,29498.44
ford,e-series_van,2012,225,8,automatic,rear_wheel_drive,3,large,cargo_van,17,13,5657,30945.07
ford,e-series_van,2012,225,8,automatic,rear_wheel_drive,3,large,cargo_van,17,13,5657,29722.64
ford,e-series_van,2012,255,8,automatic,rear_wheel_drive,3,midsize,cargo_van,16,12,5657,32626.58
ford,e-series_van,2013,225,8,automatic,rear_wheel_drive,3,midsize,cargo_van,17,13,5657,28751.68
ford,e-series_van,2013,255,8,automatic,rear_wheel_drive,3,midsize,cargo_van,16,12,5657,33128.87
ford,e-series_van,2013,225,8,automatic,rear_wheel_drive,3,large,cargo_van,17,13,5657,31718.91
ford,e-series_van,2013,225,8,automatic,rear_wheel_drive,3,midsize,cargo_van,17,13,5657,30287.90
ford,e-series_van,2013,225,8,automatic,rear_wheel_drive,3,large,cargo_van,17,13,5657,30030.11
ford,e-series_van,2013,255,8,automatic,rear_wheel_drive,3,large,cargo_van,16,12,5657,34075.86
ford,e-series_van,2014,225,8,automatic,rear_wheel_drive,3,midsize,cargo_van,16,13,5657,29612.87
ford,e-series_van,2014,255,8,automatic,rear_wheel_drive,3,midsize,cargo_van,16,12,5657,33920.19
ford,e-series_van,2014,225,8,automatic,rear_wheel_drive,3,midsize,cargo_van,16,13,5657,31124.57
ford,e-series_van,2014,225,8,automatic,rear_wheel_drive,3,large,cargo_van,16,13,5657,32532.74
ford,e-series_van,2014,255,8,automatic,rear_wheel_drive,3,large,cargo_van,16,12,5657,34852.07
ford,e-series_van,2014,225,8,automatic,rear_wheel_drive,3,large,cargo_van,16,13,5657,30870.90
ford,e-series_wagon,2012,225,8,automatic,rear_wheel_drive,3,midsize,passenger_van,16,13,5657,30704.86
ford,e-series_wagon,2012,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,36640.85
ford,e-series_wagon,2012,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,38028.76
ford,e-series_wagon,2012,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,36470.03
ford,e-series_wagon,2012,225,8,automatic,rear_wheel_drive,3,midsize,passenger_van,16,13,5657,33309.86
ford,e-series_wagon,2012,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,34009.15
ford,e-series_wagon,2013,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,37085.19
ford,e-series_wagon,2013,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,38453.06
ford,e-series_wagon,2013,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,34496.75
ford,e-series_wagon,2013,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,36916.84
ford,e-series_wagon,2013,225,8,automatic,rear_wheel_drive,3,midsize,passenger_van,16,13,5657,30992.89
ford,e-series_wagon,2013,225,8,automatic,rear_wheel_drive,3,midsize,passenger_van,16,13,5657,33565.54
ford,e-series_wagon,2014,225,8,automatic,rear_wheel_drive,3,midsize,passenger_van,16,13,5657,33832.18
ford,e-series_wagon,2014,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,38641.69
ford,e-series_wagon,2014,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,37295.65
ford,e-series_wagon,2014,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,37129.98
ford,e-series_wagon,2014,255,8,automatic,rear_wheel_drive,3,midsize,passenger_van,15,11,5657,34748.53
ford,e-series_wagon,2014,225,8,automatic,rear_wheel_drive,3,midsize,passenger_van,16,13,5657,31300.59
mercedes-benz,e55_amg,2000,349,8,automatic,rear_wheel_drive,4,midsize,sedan,21,15,617,8711.58
toyota,echo,2003,108,4,manual,front_wheel_drive,4,compact,sedan,38,30,2031,14354.17
toyota,echo,2003,108,4,automatic,front_wheel_drive,4,compact,sedan,36,28,2031,15419.91
toyota,echo,2003,108,4,manual,front_wheel_drive,2,compact,coupe,38,30,2031,13648.12
toyota,echo,2003,108,4,automatic,front_wheel_drive,2,compact,coupe,36,28,2031,14713.86
toyota,echo,2004,108,4,manual,front_wheel_drive,4,compact,sedan,38,30,2031,14124.57
toyota,echo,2004,108,4,automatic,front_wheel_drive,4,compact,sedan,36,28,2031,15162.66
toyota,echo,2004,108,4,automatic,front_wheel_drive,2,compact,coupe,36,28,2031,14474.93
toyota,echo,2004,108,4,manual,front_wheel_drive,2,compact,coupe,38,30,2031,13436.83
toyota,echo,2005,108,4,manual,front_wheel_drive,4,compact,sedan,38,30,2031,13787.22
toyota,echo,2005,108,4,automatic,front_wheel_drive,2,compact,coupe,36,28,2031,14126.09
toyota,echo,2005,108,4,automatic,front_wheel_drive,4,compact,sedan,36,28,2031,14791.29
toyota,echo,2005,108,4,manual,front_wheel_drive,2,compact,coupe,38,30,2031,13122.02
mitsubishi,eclipse_spyder,2010,162,4,automatic,front_wheel_drive,2,compact,convertible,26,19,436,31249.27
mitsubishi,eclipse_spyder,2010,265,6,automatic,front_wheel_drive,2,compact,convertible,24,16,436,36645.02
mitsubishi,eclipse_spyder,2011,265,6,automatic,front_wheel_drive,2,compact,convertible,24,16,436,35523.71
mitsubishi,eclipse_spyder,2011,162,4,automatic,front_wheel_drive,2,compact,convertible,27,20,436,30511.00
mitsubishi,eclipse_spyder,2012,162,4,automatic,front_wheel_drive,2,compact,convertible,27,20,436,30212.68
mitsubishi,eclipse_spyder,2012,265,6,automatic,front_wheel_drive,2,compact,convertible,24,16,436,34803.47
mitsubishi,eclipse_spyder,2012,162,4,automatic,front_wheel_drive,2,compact,convertible,27,20,436,29892.40
mitsubishi,eclipse,2010,162,4,automatic,front_wheel_drive,2,compact,2dr_hatchback,27,20,436,27764.51
mitsubishi,eclipse,2010,162,4,manual,front_wheel_drive,2,compact,2dr_hatchback,28,20,436,23268.05
mitsubishi,eclipse,2010,265,6,automatic,front_wheel_drive,2,compact,2dr_hatchback,24,16,436,32699.38
mitsubishi,eclipse,2010,162,4,automatic,front_wheel_drive,2,compact,2dr_hatchback,27,20,436,24392.17
mitsubishi,eclipse,2010,265,6,manual,front_wheel_drive,2,compact,2dr_hatchback,25,16,436,31575.26
mitsubishi,eclipse,2011,162,4,automatic,front_wheel_drive,2,compact,2dr_hatchback,28,20,436,26914.94
mitsubishi,eclipse,2011,162,4,automatic,front_wheel_drive,2,compact,2dr_hatchback,28,20,436,21793.26
mitsubishi,eclipse,2011,162,4,manual,front_wheel_drive,2,compact,2dr_hatchback,28,20,436,20703.55
mitsubishi,eclipse,2011,265,6,automatic,front_wheel_drive,2,compact,2dr_hatchback,25,17,436,31698.80
mitsubishi,eclipse,2012,162,4,manual,front_wheel_drive,2,compact,2dr_hatchback,28,20,436,20817.59
mitsubishi,eclipse,2012,162,4,automatic,front_wheel_drive,2,compact,2dr_hatchback,28,20,436,21885.22
